image_id,label,original_class,split,organized_image_file_path,original_image_file_path,organized_mask_file_path,original_mask_file_path
benign (25).png,0,benign,train,./mmibc/busi/images/train/benign/benign (25).png,./data/ultrasound/images/benign/benign (25).png,./mmibc/busi/masks/train/benign/benign (25)_mask.png,./data/ultrasound/masks/benign/benign (25)_mask.png
malignant (185).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (185).png,./data/ultrasound/images/malignant/malignant (185).png,./mmibc/busi/masks/train/malignant/malignant (185)_mask.png,./data/ultrasound/masks/malignant/malignant (185)_mask.png
benign (110).png,0,benign,train,./mmibc/busi/images/train/benign/benign (110).png,./data/ultrasound/images/benign/benign (110).png,./mmibc/busi/masks/train/benign/benign (110)_mask.png,./data/ultrasound/masks/benign/benign (110)_mask.png
benign (227).png,0,benign,train,./mmibc/busi/images/train/benign/benign (227).png,./data/ultrasound/images/benign/benign (227).png,./mmibc/busi/masks/train/benign/benign (227)_mask.png,./data/ultrasound/masks/benign/benign (227)_mask.png
benign (38).png,0,benign,train,./mmibc/busi/images/train/benign/benign (38).png,./data/ultrasound/images/benign/benign (38).png,./mmibc/busi/masks/train/benign/benign (38)_mask.png,./data/ultrasound/masks/benign/benign (38)_mask.png
benign (301).png,0,benign,train,./mmibc/busi/images/train/benign/benign (301).png,./data/ultrasound/images/benign/benign (301).png,./mmibc/busi/masks/train/benign/benign (301)_mask.png,./data/ultrasound/masks/benign/benign (301)_mask.png
malignant (31).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (31).png,./data/ultrasound/images/malignant/malignant (31).png,./mmibc/busi/masks/train/malignant/malignant (31)_mask.png,./data/ultrasound/masks/malignant/malignant (31)_mask.png
benign (414).png,0,benign,train,./mmibc/busi/images/train/benign/benign (414).png,./data/ultrasound/images/benign/benign (414).png,./mmibc/busi/masks/train/benign/benign (414)_mask.png,./data/ultrasound/masks/benign/benign (414)_mask.png
malignant (101).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (101).png,./data/ultrasound/images/malignant/malignant (101).png,./mmibc/busi/masks/train/malignant/malignant (101)_mask.png,./data/ultrasound/masks/malignant/malignant (101)_mask.png
benign (37).png,0,benign,train,./mmibc/busi/images/train/benign/benign (37).png,./data/ultrasound/images/benign/benign (37).png,./mmibc/busi/masks/train/benign/benign (37)_mask.png,./data/ultrasound/masks/benign/benign (37)_mask.png
benign (40).png,0,benign,train,./mmibc/busi/images/train/benign/benign (40).png,./data/ultrasound/images/benign/benign (40).png,./mmibc/busi/masks/train/benign/benign (40)_mask.png,./data/ultrasound/masks/benign/benign (40)_mask.png
benign (21).png,0,benign,train,./mmibc/busi/images/train/benign/benign (21).png,./data/ultrasound/images/benign/benign (21).png,./mmibc/busi/masks/train/benign/benign (21)_mask.png,./data/ultrasound/masks/benign/benign (21)_mask.png
benign (224).png,0,benign,train,./mmibc/busi/images/train/benign/benign (224).png,./data/ultrasound/images/benign/benign (224).png,./mmibc/busi/masks/train/benign/benign (224)_mask.png,./data/ultrasound/masks/benign/benign (224)_mask.png
benign (46).png,0,benign,train,./mmibc/busi/images/train/benign/benign (46).png,./data/ultrasound/images/benign/benign (46).png,./mmibc/busi/masks/train/benign/benign (46)_mask.png,./data/ultrasound/masks/benign/benign (46)_mask.png
benign (349).png,0,benign,train,./mmibc/busi/images/train/benign/benign (349).png,./data/ultrasound/images/benign/benign (349).png,./mmibc/busi/masks/train/benign/benign (349)_mask.png,./data/ultrasound/masks/benign/benign (349)_mask.png
benign (306).png,0,benign,train,./mmibc/busi/images/train/benign/benign (306).png,./data/ultrasound/images/benign/benign (306).png,./mmibc/busi/masks/train/benign/benign (306)_mask.png,./data/ultrasound/masks/benign/benign (306)_mask.png
benign (193).png,0,benign,train,./mmibc/busi/images/train/benign/benign (193).png,./data/ultrasound/images/benign/benign (193).png,./mmibc/busi/masks/train/benign/benign (193)_mask.png,./data/ultrasound/masks/benign/benign (193)_mask.png
benign (316).png,0,benign,train,./mmibc/busi/images/train/benign/benign (316).png,./data/ultrasound/images/benign/benign (316).png,./mmibc/busi/masks/train/benign/benign (316)_mask.png,./data/ultrasound/masks/benign/benign (316)_mask.png
benign (188).png,0,benign,train,./mmibc/busi/images/train/benign/benign (188).png,./data/ultrasound/images/benign/benign (188).png,./mmibc/busi/masks/train/benign/benign (188)_mask.png,./data/ultrasound/masks/benign/benign (188)_mask.png
benign (286).png,0,benign,train,./mmibc/busi/images/train/benign/benign (286).png,./data/ultrasound/images/benign/benign (286).png,./mmibc/busi/masks/train/benign/benign (286)_mask.png,./data/ultrasound/masks/benign/benign (286)_mask.png
benign (51).png,0,benign,train,./mmibc/busi/images/train/benign/benign (51).png,./data/ultrasound/images/benign/benign (51).png,./mmibc/busi/masks/train/benign/benign (51)_mask.png,./data/ultrasound/masks/benign/benign (51)_mask.png
benign (268).png,0,benign,train,./mmibc/busi/images/train/benign/benign (268).png,./data/ultrasound/images/benign/benign (268).png,./mmibc/busi/masks/train/benign/benign (268)_mask.png,./data/ultrasound/masks/benign/benign (268)_mask.png
benign (374).png,0,benign,train,./mmibc/busi/images/train/benign/benign (374).png,./data/ultrasound/images/benign/benign (374).png,./mmibc/busi/masks/train/benign/benign (374)_mask.png,./data/ultrasound/masks/benign/benign (374)_mask.png
malignant (183).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (183).png,./data/ultrasound/images/malignant/malignant (183).png,./mmibc/busi/masks/train/malignant/malignant (183)_mask.png,./data/ultrasound/masks/malignant/malignant (183)_mask.png
benign (176).png,0,benign,train,./mmibc/busi/images/train/benign/benign (176).png,./data/ultrasound/images/benign/benign (176).png,./mmibc/busi/masks/train/benign/benign (176)_mask.png,./data/ultrasound/masks/benign/benign (176)_mask.png
malignant (85).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (85).png,./data/ultrasound/images/malignant/malignant (85).png,./mmibc/busi/masks/train/malignant/malignant (85)_mask.png,./data/ultrasound/masks/malignant/malignant (85)_mask.png
malignant (134).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (134).png,./data/ultrasound/images/malignant/malignant (134).png,./mmibc/busi/masks/train/malignant/malignant (134)_mask.png,./data/ultrasound/masks/malignant/malignant (134)_mask.png
benign (418).png,0,benign,train,./mmibc/busi/images/train/benign/benign (418).png,./data/ultrasound/images/benign/benign (418).png,./mmibc/busi/masks/train/benign/benign (418)_mask.png,./data/ultrasound/masks/benign/benign (418)_mask.png
benign (334).png,0,benign,train,./mmibc/busi/images/train/benign/benign (334).png,./data/ultrasound/images/benign/benign (334).png,./mmibc/busi/masks/train/benign/benign (334)_mask.png,./data/ultrasound/masks/benign/benign (334)_mask.png
benign (100).png,0,benign,train,./mmibc/busi/images/train/benign/benign (100).png,./data/ultrasound/images/benign/benign (100).png,./mmibc/busi/masks/train/benign/benign (100)_mask.png,./data/ultrasound/masks/benign/benign (100)_mask.png
benign (153).png,0,benign,train,./mmibc/busi/images/train/benign/benign (153).png,./data/ultrasound/images/benign/benign (153).png,./mmibc/busi/masks/train/benign/benign (153)_mask.png,./data/ultrasound/masks/benign/benign (153)_mask.png
benign (28).png,0,benign,train,./mmibc/busi/images/train/benign/benign (28).png,./data/ultrasound/images/benign/benign (28).png,./mmibc/busi/masks/train/benign/benign (28)_mask.png,./data/ultrasound/masks/benign/benign (28)_mask.png
malignant (94).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (94).png,./data/ultrasound/images/malignant/malignant (94).png,./mmibc/busi/masks/train/malignant/malignant (94)_mask.png,./data/ultrasound/masks/malignant/malignant (94)_mask.png
benign (304).png,0,benign,train,./mmibc/busi/images/train/benign/benign (304).png,./data/ultrasound/images/benign/benign (304).png,./mmibc/busi/masks/train/benign/benign (304)_mask.png,./data/ultrasound/masks/benign/benign (304)_mask.png
benign (178).png,0,benign,train,./mmibc/busi/images/train/benign/benign (178).png,./data/ultrasound/images/benign/benign (178).png,./mmibc/busi/masks/train/benign/benign (178)_mask.png,./data/ultrasound/masks/benign/benign (178)_mask.png
benign (114).png,0,benign,train,./mmibc/busi/images/train/benign/benign (114).png,./data/ultrasound/images/benign/benign (114).png,./mmibc/busi/masks/train/benign/benign (114)_mask.png,./data/ultrasound/masks/benign/benign (114)_mask.png
malignant (105).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (105).png,./data/ultrasound/images/malignant/malignant (105).png,./mmibc/busi/masks/train/malignant/malignant (105)_mask.png,./data/ultrasound/masks/malignant/malignant (105)_mask.png
benign (239).png,0,benign,train,./mmibc/busi/images/train/benign/benign (239).png,./data/ultrasound/images/benign/benign (239).png,./mmibc/busi/masks/train/benign/benign (239)_mask.png,./data/ultrasound/masks/benign/benign (239)_mask.png
malignant (205).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (205).png,./data/ultrasound/images/malignant/malignant (205).png,./mmibc/busi/masks/train/malignant/malignant (205)_mask.png,./data/ultrasound/masks/malignant/malignant (205)_mask.png
malignant (128).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (128).png,./data/ultrasound/images/malignant/malignant (128).png,./mmibc/busi/masks/train/malignant/malignant (128)_mask.png,./data/ultrasound/masks/malignant/malignant (128)_mask.png
malignant (170).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (170).png,./data/ultrasound/images/malignant/malignant (170).png,./mmibc/busi/masks/train/malignant/malignant (170)_mask.png,./data/ultrasound/masks/malignant/malignant (170)_mask.png
benign (92).png,0,benign,train,./mmibc/busi/images/train/benign/benign (92).png,./data/ultrasound/images/benign/benign (92).png,./mmibc/busi/masks/train/benign/benign (92)_mask.png,./data/ultrasound/masks/benign/benign (92)_mask.png
benign (243).png,0,benign,train,./mmibc/busi/images/train/benign/benign (243).png,./data/ultrasound/images/benign/benign (243).png,./mmibc/busi/masks/train/benign/benign (243)_mask.png,./data/ultrasound/masks/benign/benign (243)_mask.png
benign (36).png,0,benign,train,./mmibc/busi/images/train/benign/benign (36).png,./data/ultrasound/images/benign/benign (36).png,./mmibc/busi/masks/train/benign/benign (36)_mask.png,./data/ultrasound/masks/benign/benign (36)_mask.png
benign (252).png,0,benign,train,./mmibc/busi/images/train/benign/benign (252).png,./data/ultrasound/images/benign/benign (252).png,./mmibc/busi/masks/train/benign/benign (252)_mask.png,./data/ultrasound/masks/benign/benign (252)_mask.png
normal (74).png,0,normal,train,./mmibc/busi/images/train/benign/normal (74).png,./data/ultrasound/images/normal/normal (74).png,./mmibc/busi/masks/train/benign/normal (74)_mask.png,./data/ultrasound/masks/normal/normal (74)_mask.png
malignant (16).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (16).png,./data/ultrasound/images/malignant/malignant (16).png,./mmibc/busi/masks/train/malignant/malignant (16)_mask.png,./data/ultrasound/masks/malignant/malignant (16)_mask.png
benign (312).png,0,benign,train,./mmibc/busi/images/train/benign/benign (312).png,./data/ultrasound/images/benign/benign (312).png,./mmibc/busi/masks/train/benign/benign (312)_mask.png,./data/ultrasound/masks/benign/benign (312)_mask.png
benign (136).png,0,benign,train,./mmibc/busi/images/train/benign/benign (136).png,./data/ultrasound/images/benign/benign (136).png,./mmibc/busi/masks/train/benign/benign (136)_mask.png,./data/ultrasound/masks/benign/benign (136)_mask.png
benign (10).png,0,benign,train,./mmibc/busi/images/train/benign/benign (10).png,./data/ultrasound/images/benign/benign (10).png,./mmibc/busi/masks/train/benign/benign (10)_mask.png,./data/ultrasound/masks/benign/benign (10)_mask.png
normal (82).png,0,normal,train,./mmibc/busi/images/train/benign/normal (82).png,./data/ultrasound/images/normal/normal (82).png,./mmibc/busi/masks/train/benign/normal (82)_mask.png,./data/ultrasound/masks/normal/normal (82)_mask.png
benign (91).png,0,benign,train,./mmibc/busi/images/train/benign/benign (91).png,./data/ultrasound/images/benign/benign (91).png,./mmibc/busi/masks/train/benign/benign (91)_mask.png,./data/ultrasound/masks/benign/benign (91)_mask.png
normal (75).png,0,normal,train,./mmibc/busi/images/train/benign/normal (75).png,./data/ultrasound/images/normal/normal (75).png,./mmibc/busi/masks/train/benign/normal (75)_mask.png,./data/ultrasound/masks/normal/normal (75)_mask.png
normal (59).png,0,normal,train,./mmibc/busi/images/train/benign/normal (59).png,./data/ultrasound/images/normal/normal (59).png,./mmibc/busi/masks/train/benign/normal (59)_mask.png,./data/ultrasound/masks/normal/normal (59)_mask.png
benign (245).png,0,benign,train,./mmibc/busi/images/train/benign/benign (245).png,./data/ultrasound/images/benign/benign (245).png,./mmibc/busi/masks/train/benign/benign (245)_mask.png,./data/ultrasound/masks/benign/benign (245)_mask.png
malignant (38).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (38).png,./data/ultrasound/images/malignant/malignant (38).png,./mmibc/busi/masks/train/malignant/malignant (38)_mask.png,./data/ultrasound/masks/malignant/malignant (38)_mask.png
benign (103).png,0,benign,train,./mmibc/busi/images/train/benign/benign (103).png,./data/ultrasound/images/benign/benign (103).png,./mmibc/busi/masks/train/benign/benign (103)_mask.png,./data/ultrasound/masks/benign/benign (103)_mask.png
malignant (19).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (19).png,./data/ultrasound/images/malignant/malignant (19).png,./mmibc/busi/masks/train/malignant/malignant (19)_mask.png,./data/ultrasound/masks/malignant/malignant (19)_mask.png
malignant (146).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (146).png,./data/ultrasound/images/malignant/malignant (146).png,./mmibc/busi/masks/train/malignant/malignant (146)_mask.png,./data/ultrasound/masks/malignant/malignant (146)_mask.png
malignant (142).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (142).png,./data/ultrasound/images/malignant/malignant (142).png,./mmibc/busi/masks/train/malignant/malignant (142)_mask.png,./data/ultrasound/masks/malignant/malignant (142)_mask.png
benign (409).png,0,benign,train,./mmibc/busi/images/train/benign/benign (409).png,./data/ultrasound/images/benign/benign (409).png,./mmibc/busi/masks/train/benign/benign (409)_mask.png,./data/ultrasound/masks/benign/benign (409)_mask.png
benign (251).png,0,benign,train,./mmibc/busi/images/train/benign/benign (251).png,./data/ultrasound/images/benign/benign (251).png,./mmibc/busi/masks/train/benign/benign (251)_mask.png,./data/ultrasound/masks/benign/benign (251)_mask.png
benign (345).png,0,benign,train,./mmibc/busi/images/train/benign/benign (345).png,./data/ultrasound/images/benign/benign (345).png,./mmibc/busi/masks/train/benign/benign (345)_mask.png,./data/ultrasound/masks/benign/benign (345)_mask.png
benign (359).png,0,benign,train,./mmibc/busi/images/train/benign/benign (359).png,./data/ultrasound/images/benign/benign (359).png,./mmibc/busi/masks/train/benign/benign (359)_mask.png,./data/ultrasound/masks/benign/benign (359)_mask.png
malignant (197).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (197).png,./data/ultrasound/images/malignant/malignant (197).png,./mmibc/busi/masks/train/malignant/malignant (197)_mask.png,./data/ultrasound/masks/malignant/malignant (197)_mask.png
malignant (84).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (84).png,./data/ultrasound/images/malignant/malignant (84).png,./mmibc/busi/masks/train/malignant/malignant (84)_mask.png,./data/ultrasound/masks/malignant/malignant (84)_mask.png
normal (62).png,0,normal,train,./mmibc/busi/images/train/benign/normal (62).png,./data/ultrasound/images/normal/normal (62).png,./mmibc/busi/masks/train/benign/normal (62)_mask.png,./data/ultrasound/masks/normal/normal (62)_mask.png
malignant (154).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (154).png,./data/ultrasound/images/malignant/malignant (154).png,./mmibc/busi/masks/train/malignant/malignant (154)_mask.png,./data/ultrasound/masks/malignant/malignant (154)_mask.png
benign (363).png,0,benign,train,./mmibc/busi/images/train/benign/benign (363).png,./data/ultrasound/images/benign/benign (363).png,./mmibc/busi/masks/train/benign/benign (363)_mask.png,./data/ultrasound/masks/benign/benign (363)_mask.png
benign (228).png,0,benign,train,./mmibc/busi/images/train/benign/benign (228).png,./data/ultrasound/images/benign/benign (228).png,./mmibc/busi/masks/train/benign/benign (228)_mask.png,./data/ultrasound/masks/benign/benign (228)_mask.png
benign (258).png,0,benign,train,./mmibc/busi/images/train/benign/benign (258).png,./data/ultrasound/images/benign/benign (258).png,./mmibc/busi/masks/train/benign/benign (258)_mask.png,./data/ultrasound/masks/benign/benign (258)_mask.png
benign (133).png,0,benign,train,./mmibc/busi/images/train/benign/benign (133).png,./data/ultrasound/images/benign/benign (133).png,./mmibc/busi/masks/train/benign/benign (133)_mask.png,./data/ultrasound/masks/benign/benign (133)_mask.png
normal (35).png,0,normal,train,./mmibc/busi/images/train/benign/normal (35).png,./data/ultrasound/images/normal/normal (35).png,./mmibc/busi/masks/train/benign/normal (35)_mask.png,./data/ultrasound/masks/normal/normal (35)_mask.png
normal (129).png,0,normal,train,./mmibc/busi/images/train/benign/normal (129).png,./data/ultrasound/images/normal/normal (129).png,./mmibc/busi/masks/train/benign/normal (129)_mask.png,./data/ultrasound/masks/normal/normal (129)_mask.png
benign (127).png,0,benign,train,./mmibc/busi/images/train/benign/benign (127).png,./data/ultrasound/images/benign/benign (127).png,./mmibc/busi/masks/train/benign/benign (127)_mask.png,./data/ultrasound/masks/benign/benign (127)_mask.png
benign (68).png,0,benign,train,./mmibc/busi/images/train/benign/benign (68).png,./data/ultrasound/images/benign/benign (68).png,./mmibc/busi/masks/train/benign/benign (68)_mask.png,./data/ultrasound/masks/benign/benign (68)_mask.png
malignant (116).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (116).png,./data/ultrasound/images/malignant/malignant (116).png,./mmibc/busi/masks/train/malignant/malignant (116)_mask.png,./data/ultrasound/masks/malignant/malignant (116)_mask.png
normal (23).png,0,normal,train,./mmibc/busi/images/train/benign/normal (23).png,./data/ultrasound/images/normal/normal (23).png,./mmibc/busi/masks/train/benign/normal (23)_mask.png,./data/ultrasound/masks/normal/normal (23)_mask.png
benign (108).png,0,benign,train,./mmibc/busi/images/train/benign/benign (108).png,./data/ultrasound/images/benign/benign (108).png,./mmibc/busi/masks/train/benign/benign (108)_mask.png,./data/ultrasound/masks/benign/benign (108)_mask.png
malignant (147).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (147).png,./data/ultrasound/images/malignant/malignant (147).png,./mmibc/busi/masks/train/malignant/malignant (147)_mask.png,./data/ultrasound/masks/malignant/malignant (147)_mask.png
malignant (15).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (15).png,./data/ultrasound/images/malignant/malignant (15).png,./mmibc/busi/masks/train/malignant/malignant (15)_mask.png,./data/ultrasound/masks/malignant/malignant (15)_mask.png
benign (303).png,0,benign,train,./mmibc/busi/images/train/benign/benign (303).png,./data/ultrasound/images/benign/benign (303).png,./mmibc/busi/masks/train/benign/benign (303)_mask.png,./data/ultrasound/masks/benign/benign (303)_mask.png
malignant (139).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (139).png,./data/ultrasound/images/malignant/malignant (139).png,./mmibc/busi/masks/train/malignant/malignant (139)_mask.png,./data/ultrasound/masks/malignant/malignant (139)_mask.png
benign (232).png,0,benign,train,./mmibc/busi/images/train/benign/benign (232).png,./data/ultrasound/images/benign/benign (232).png,./mmibc/busi/masks/train/benign/benign (232)_mask.png,./data/ultrasound/masks/benign/benign (232)_mask.png
malignant (138).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (138).png,./data/ultrasound/images/malignant/malignant (138).png,./mmibc/busi/masks/train/malignant/malignant (138)_mask.png,./data/ultrasound/masks/malignant/malignant (138)_mask.png
benign (422).png,0,benign,train,./mmibc/busi/images/train/benign/benign (422).png,./data/ultrasound/images/benign/benign (422).png,./mmibc/busi/masks/train/benign/benign (422)_mask.png,./data/ultrasound/masks/benign/benign (422)_mask.png
malignant (91).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (91).png,./data/ultrasound/images/malignant/malignant (91).png,./mmibc/busi/masks/train/malignant/malignant (91)_mask.png,./data/ultrasound/masks/malignant/malignant (91)_mask.png
benign (335).png,0,benign,train,./mmibc/busi/images/train/benign/benign (335).png,./data/ultrasound/images/benign/benign (335).png,./mmibc/busi/masks/train/benign/benign (335)_mask.png,./data/ultrasound/masks/benign/benign (335)_mask.png
malignant (2).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (2).png,./data/ultrasound/images/malignant/malignant (2).png,./mmibc/busi/masks/train/malignant/malignant (2)_mask.png,./data/ultrasound/masks/malignant/malignant (2)_mask.png
normal (2).png,0,normal,train,./mmibc/busi/images/train/benign/normal (2).png,./data/ultrasound/images/normal/normal (2).png,./mmibc/busi/masks/train/benign/normal (2)_mask.png,./data/ultrasound/masks/normal/normal (2)_mask.png
benign (24).png,0,benign,train,./mmibc/busi/images/train/benign/benign (24).png,./data/ultrasound/images/benign/benign (24).png,./mmibc/busi/masks/train/benign/benign (24)_mask.png,./data/ultrasound/masks/benign/benign (24)_mask.png
malignant (129).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (129).png,./data/ultrasound/images/malignant/malignant (129).png,./mmibc/busi/masks/train/malignant/malignant (129)_mask.png,./data/ultrasound/masks/malignant/malignant (129)_mask.png
benign (120).png,0,benign,train,./mmibc/busi/images/train/benign/benign (120).png,./data/ultrasound/images/benign/benign (120).png,./mmibc/busi/masks/train/benign/benign (120)_mask.png,./data/ultrasound/masks/benign/benign (120)_mask.png
benign (294).png,0,benign,train,./mmibc/busi/images/train/benign/benign (294).png,./data/ultrasound/images/benign/benign (294).png,./mmibc/busi/masks/train/benign/benign (294)_mask.png,./data/ultrasound/masks/benign/benign (294)_mask.png
benign (189).png,0,benign,train,./mmibc/busi/images/train/benign/benign (189).png,./data/ultrasound/images/benign/benign (189).png,./mmibc/busi/masks/train/benign/benign (189)_mask.png,./data/ultrasound/masks/benign/benign (189)_mask.png
normal (73).png,0,normal,train,./mmibc/busi/images/train/benign/normal (73).png,./data/ultrasound/images/normal/normal (73).png,./mmibc/busi/masks/train/benign/normal (73)_mask.png,./data/ultrasound/masks/normal/normal (73)_mask.png
benign (140).png,0,benign,train,./mmibc/busi/images/train/benign/benign (140).png,./data/ultrasound/images/benign/benign (140).png,./mmibc/busi/masks/train/benign/benign (140)_mask.png,./data/ultrasound/masks/benign/benign (140)_mask.png
benign (131).png,0,benign,train,./mmibc/busi/images/train/benign/benign (131).png,./data/ultrasound/images/benign/benign (131).png,./mmibc/busi/masks/train/benign/benign (131)_mask.png,./data/ultrasound/masks/benign/benign (131)_mask.png
benign (27).png,0,benign,train,./mmibc/busi/images/train/benign/benign (27).png,./data/ultrasound/images/benign/benign (27).png,./mmibc/busi/masks/train/benign/benign (27)_mask.png,./data/ultrasound/masks/benign/benign (27)_mask.png
normal (126).png,0,normal,train,./mmibc/busi/images/train/benign/normal (126).png,./data/ultrasound/images/normal/normal (126).png,./mmibc/busi/masks/train/benign/normal (126)_mask.png,./data/ultrasound/masks/normal/normal (126)_mask.png
benign (324).png,0,benign,train,./mmibc/busi/images/train/benign/benign (324).png,./data/ultrasound/images/benign/benign (324).png,./mmibc/busi/masks/train/benign/benign (324)_mask.png,./data/ultrasound/masks/benign/benign (324)_mask.png
normal (98).png,0,normal,train,./mmibc/busi/images/train/benign/normal (98).png,./data/ultrasound/images/normal/normal (98).png,./mmibc/busi/masks/train/benign/normal (98)_mask.png,./data/ultrasound/masks/normal/normal (98)_mask.png
normal (96).png,0,normal,train,./mmibc/busi/images/train/benign/normal (96).png,./data/ultrasound/images/normal/normal (96).png,./mmibc/busi/masks/train/benign/normal (96)_mask.png,./data/ultrasound/masks/normal/normal (96)_mask.png
benign (170).png,0,benign,train,./mmibc/busi/images/train/benign/benign (170).png,./data/ultrasound/images/benign/benign (170).png,./mmibc/busi/masks/train/benign/benign (170)_mask.png,./data/ultrasound/masks/benign/benign (170)_mask.png
normal (31).png,0,normal,train,./mmibc/busi/images/train/benign/normal (31).png,./data/ultrasound/images/normal/normal (31).png,./mmibc/busi/masks/train/benign/normal (31)_mask.png,./data/ultrasound/masks/normal/normal (31)_mask.png
benign (57).png,0,benign,train,./mmibc/busi/images/train/benign/benign (57).png,./data/ultrasound/images/benign/benign (57).png,./mmibc/busi/masks/train/benign/benign (57)_mask.png,./data/ultrasound/masks/benign/benign (57)_mask.png
malignant (95).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (95).png,./data/ultrasound/images/malignant/malignant (95).png,./mmibc/busi/masks/train/malignant/malignant (95)_mask.png,./data/ultrasound/masks/malignant/malignant (95)_mask.png
benign (75).png,0,benign,train,./mmibc/busi/images/train/benign/benign (75).png,./data/ultrasound/images/benign/benign (75).png,./mmibc/busi/masks/train/benign/benign (75)_mask.png,./data/ultrasound/masks/benign/benign (75)_mask.png
malignant (45).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (45).png,./data/ultrasound/images/malignant/malignant (45).png,./mmibc/busi/masks/train/malignant/malignant (45)_mask.png,./data/ultrasound/masks/malignant/malignant (45)_mask.png
benign (322).png,0,benign,train,./mmibc/busi/images/train/benign/benign (322).png,./data/ultrasound/images/benign/benign (322).png,./mmibc/busi/masks/train/benign/benign (322)_mask.png,./data/ultrasound/masks/benign/benign (322)_mask.png
benign (160).png,0,benign,train,./mmibc/busi/images/train/benign/benign (160).png,./data/ultrasound/images/benign/benign (160).png,./mmibc/busi/masks/train/benign/benign (160)_mask.png,./data/ultrasound/masks/benign/benign (160)_mask.png
benign (144).png,0,benign,train,./mmibc/busi/images/train/benign/benign (144).png,./data/ultrasound/images/benign/benign (144).png,./mmibc/busi/masks/train/benign/benign (144)_mask.png,./data/ultrasound/masks/benign/benign (144)_mask.png
benign (435).png,0,benign,train,./mmibc/busi/images/train/benign/benign (435).png,./data/ultrasound/images/benign/benign (435).png,./mmibc/busi/masks/train/benign/benign (435)_mask.png,./data/ultrasound/masks/benign/benign (435)_mask.png
benign (104).png,0,benign,train,./mmibc/busi/images/train/benign/benign (104).png,./data/ultrasound/images/benign/benign (104).png,./mmibc/busi/masks/train/benign/benign (104)_mask.png,./data/ultrasound/masks/benign/benign (104)_mask.png
benign (59).png,0,benign,train,./mmibc/busi/images/train/benign/benign (59).png,./data/ultrasound/images/benign/benign (59).png,./mmibc/busi/masks/train/benign/benign (59)_mask.png,./data/ultrasound/masks/benign/benign (59)_mask.png
benign (8).png,0,benign,train,./mmibc/busi/images/train/benign/benign (8).png,./data/ultrasound/images/benign/benign (8).png,./mmibc/busi/masks/train/benign/benign (8)_mask.png,./data/ultrasound/masks/benign/benign (8)_mask.png
benign (299).png,0,benign,train,./mmibc/busi/images/train/benign/benign (299).png,./data/ultrasound/images/benign/benign (299).png,./mmibc/busi/masks/train/benign/benign (299)_mask.png,./data/ultrasound/masks/benign/benign (299)_mask.png
malignant (190).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (190).png,./data/ultrasound/images/malignant/malignant (190).png,./mmibc/busi/masks/train/malignant/malignant (190)_mask.png,./data/ultrasound/masks/malignant/malignant (190)_mask.png
benign (365).png,0,benign,train,./mmibc/busi/images/train/benign/benign (365).png,./data/ultrasound/images/benign/benign (365).png,./mmibc/busi/masks/train/benign/benign (365)_mask.png,./data/ultrasound/masks/benign/benign (365)_mask.png
malignant (28).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (28).png,./data/ultrasound/images/malignant/malignant (28).png,./mmibc/busi/masks/train/malignant/malignant (28)_mask.png,./data/ultrasound/masks/malignant/malignant (28)_mask.png
malignant (97).png,1,malignant,train,./mmibc/busi/images/train/malignant/malignant (97).png,./data/ultrasound/images/malignant/malignant (97).png,./mmibc/busi/masks/train/malignant/malignant (97)_mask.png,./data/ultrasound/masks/malignant/malignant (97)_mask.png
